;lon;lat;volume
46510;-58,2;-34;0,2
46509;-58,4;-34;0,25
46508;-58,6;-34;0,23
46507;-58,8;-34;0,19
46506;-59;-34;0,17
46505;-59,2;-34;0,12
46504;-59,4;-34;0,06
46503;-59,6;-34;0,01
46502;-59,8;-34;0
46501;-60;-34;0
46500;-60,2;-34;0,01
46499;-60,4;-34;0
46498;-60,6;-34;0
46497;-60,8;-34;0,01
46496;-61;-34;0
46495;-61,2;-34;0
46494;-61,4;-34;0
46493;-61,6;-34;0
46492;-61,8;-34;0
46491;-62;-34;0,01
46490;-62,2;-34;0,01
46489;-62,4;-34;0
46488;-62,6;-34;0
46487;-62,8;-34;0
46486;-63;-34;0,01
46485;-63,2;-34;0
46484;-63,4;-34;0
46483;-63,6;-34;0
46482;-63,8;-34;0,01
46481;-64;-34;0,01
46480;-64,2;-34;0,08
46479;-64,4;-34;0,25
46478;-64,6;-34;0,47
46477;-64,8;-34;0,9
46476;-65;-34;1,15
46475;-65,2;-34;1,29
46474;-65,4;-34;1,12
46473;-65,6;-34;1,33
46472;-65,8;-34;1,58
46471;-66;-34;1,35
46470;-66,2;-34;0,66
46469;-66,4;-34;0,22
46468;-66,6;-34;0
46467;-66,8;-34;0
46466;-67;-34;0
46465;-67,2;-34;0,02
46464;-67,4;-34;0,01
46463;-67,6;-34;0,04
46462;-67,8;-34;0,03
46461;-68;-34;0
46460;-68,2;-34;0,02
46459;-68,4;-34;0,12
46458;-68,6;-34;0,2
46457;-68,8;-34;0,12
46456;-69;-34;0,42
46455;-69,2;-34;3,96
46454;-69,4;-34;0,56
46453;-69,6;-34;0,53
46452;-69,8;-34;1,17
46451;-70;-34;5,93
46450;-70,2;-34;11,18
46449;-70,4;-34;3,13
46448;-70,6;-34;1,61
46447;-70,8;-34;1,27
46446;-71;-34;0,07
46445;-71,2;-34;0
46444;-71,4;-34;0
46443;-71,6;-34;0
46442;-71,8;-34;0
46441;-72;-34;0
46440;-72,2;-34;0
46439;-72,4;-34;0,23
46438;-72,6;-34;0,07
46437;-72,8;-34;0,01
46436;-73;-34;0,01
46435;-73,2;-34;0,07
46434;-73,4;-34;0,04
46433;-73,6;-34;0,04
46432;-73,8;-34;0,02
46431;-74;-34;0,02
46430;-74,2;-34;0,14
46429;-74,4;-34;0,17
46428;-74,6;-34;0,11
46427;-74,8;-34;0,09
46426;-75;-34;0,21
46425;-75,2;-34;0,47
46424;-75,4;-34;0,27
46423;-75,6;-34;0,23
46422;-75,8;-34;0,74
46421;-76;-34;0,55
46420;-34;-33,8;0,17
46419;-34,2;-33,8;0,21
46418;-34,4;-33,8;0,28
46417;-34,6;-33,8;0,34
46416;-34,8;-33,8;0,28
46415;-35;-33,8;0,18
46414;-35,2;-33,8;0,31
46413;-35,4;-33,8;0,54
46412;-35,6;-33,8;0,39
46411;-35,8;-33,8;0,37
46410;-36;-33,8;0,27
46409;-36,2;-33,8;0,21
46408;-36,4;-33,8;0,19
46407;-36,6;-33,8;0,17
46406;-36,8;-33,8;0,18
46405;-37;-33,8;0,2
46404;-37,2;-33,8;0,24
46403;-37,4;-33,8;0,27
46402;-37,6;-33,8;0,23
46401;-37,8;-33,8;0,29
46400;-38;-33,8;0,35
46399;-38,2;-33,8;0,35
46398;-38,4;-33,8;0,38
46397;-38,6;-33,8;0,45
46396;-38,8;-33,8;0,35
46395;-39;-33,8;0,25
46394;-39,2;-33,8;0,33
46393;-39,4;-33,8;0,13
46392;-39,6;-33,8;0,46
46391;-39,8;-33,8;0,55
46390;-40;-33,8;0,37
46389;-40,2;-33,8;0,12
46388;-40,4;-33,8;0,01
46387;-40,6;-33,8;0,01
46386;-40,8;-33,8;0,02
46385;-41;-33,8;0,01
46384;-41,2;-33,8;0,01
46383;-41,4;-33,8;0,08
46382;-41,6;-33,8;0,15
46381;-41,8;-33,8;0,28
46380;-42;-33,8;0,59
46379;-42,2;-33,8;1,24
46378;-42,4;-33,8;2,2
46377;-42,6;-33,8;3,39
46376;-42,8;-33,8;5,05
46375;-43;-33,8;7,98
46374;-43,2;-33,8;6,29
46373;-43,4;-33,8;7,29
46372;-43,6;-33,8;8,73
46371;-43,8;-33,8;9,62
46370;-44;-33,8;10,17
46369;-44,2;-33,8;10,43
46368;-44,4;-33,8;11,12
46367;-44,6;-33,8;11,96
46366;-44,8;-33,8;10,48
46365;-45;-33,8;11,18
46364;-45,2;-33,8;10,38
46363;-45,4;-33,8;10,3
46362;-45,6;-33,8;8,89
46361;-45,8;-33,8;7,72
46360;-46;-33,8;7,98
46359;-46,2;-33,8;9,7
46358;-46,4;-33,8;11,54
46357;-46,6;-33,8;11,55
46356;-46,8;-33,8;8,75
46355;-47;-33,8;6,04
46354;-47,2;-33,8;4,55
46353;-47,4;-33,8;4,19
46352;-47,6;-33,8;6,19
46351;-47,8;-33,8;8,27
46350;-48;-33,8;9,51
46349;-48,2;-33,8;11,32
46348;-48,4;-33,8;14,67
46347;-48,6;-33,8;19,84
46346;-48,8;-33,8;32,08
46345;-49;-33,8;44,74
46344;-49,2;-33,8;45,9
46343;-49,4;-33,8;40,74
46342;-49,6;-33,8;29,14
46341;-49,8;-33,8;14,63
46340;-50;-33,8;4,89
46339;-50,2;-33,8;1,85
46338;-50,4;-33,8;1,04
46337;-50,6;-33,8;0,15
46336;-50,8;-33,8;0,01
46335;-51;-33,8;0,01
46334;-51,2;-33,8;0
46333;-51,4;-33,8;0
46332;-51,6;-33,8;0
46331;-51,8;-33,8;0
46330;-52;-33,8;0
46329;-52,2;-33,8;0
46328;-52,4;-33,8;0
46327;-52,6;-33,8;0
46326;-52,8;-33,8;0,01
46325;-53;-33,8;0,01
46324;-53,2;-33,8;0,02
46323;-53,4;-33,8;0,04
46322;-53,6;-33,8;0,03
46321;-53,8;-33,8;0,03
46320;-54;-33,8;0,04
46319;-54,2;-33,8;0,06
46318;-54,4;-33,8;0,07
46317;-54,6;-33,8;0,15
46316;-54,8;-33,8;0,7
46315;-55;-33,8;0,51
46314;-55,2;-33,8;0,53
46313;-55,4;-33,8;0,31
46312;-55,6;-33,8;0,17
46311;-55,8;-33,8;0,2
46310;-56;-33,8;0,31
46309;-56,2;-33,8;0,39
46308;-56,4;-33,8;0,39
46307;-56,6;-33,8;0,27
46306;-56,8;-33,8;0,53
46305;-57;-33,8;0,46
46304;-57,2;-33,8;0,3
46303;-57,4;-33,8;0,2
46302;-57,6;-33,8;0,24
46301;-57,8;-33,8;0,3
46300;-58;-33,8;0,3
46299;-58,2;-33,8;0,3
46298;-58,4;-33,8;0,29
46297;-58,6;-33,8;0,22
46296;-58,8;-33,8;0,16
46295;-59;-33,8;0,12
46294;-59,2;-33,8;0,11
46293;-59,4;-33,8;0,06
46292;-59,6;-33,8;0,02
46291;-59,8;-33,8;0
46290;-60;-33,8;0
46289;-60,2;-33,8;0
46288;-60,4;-33,8;0
46287;-60,6;-33,8;0
46286;-60,8;-33,8;0
46285;-61;-33,8;0
46284;-61,2;-33,8;0
46283;-61,4;-33,8;0
46282;-61,6;-33,8;0
46281;-61,8;-33,8;0
46280;-62;-33,8;0
46279;-62,2;-33,8;0
46278;-62,4;-33,8;0,01
46277;-62,6;-33,8;0,01
46276;-62,8;-33,8;0
46275;-63;-33,8;0
46274;-63,2;-33,8;0
46273;-63,4;-33,8;0
46272;-63,6;-33,8;0
46271;-63,8;-33,8;0,01
46270;-64;-33,8;0,06
46269;-64,2;-33,8;0,18
46268;-64,4;-33,8;0,42
46267;-64,6;-33,8;1,65
46266;-64,8;-33,8;1,42
46265;-65;-33,8;1,56
46264;-65,2;-33,8;1,4
46263;-65,4;-33,8;1,09
46262;-65,6;-33,8;1,75
46261;-65,8;-33,8;2,43
46260;-66;-33,8;2,27
46259;-66,2;-33,8;1,76
46258;-66,4;-33,8;1,21
46257;-66,6;-33,8;0,42
46256;-66,8;-33,8;0,06
46255;-67;-33,8;0
46254;-67,2;-33,8;0
46253;-67,4;-33,8;0
46252;-67,6;-33,8;0,04
46251;-67,8;-33,8;0,06
46250;-68;-33,8;0,01
46249;-68,2;-33,8;0,03
46248;-68,4;-33,8;0,03
46247;-68,6;-33,8;0,32
46246;-68,8;-33,8;0,09
46245;-69;-33,8;0,11
46244;-69,2;-33,8;2,09
46243;-69,4;-33,8;1,62
46242;-69,6;-33,8;0,4
46241;-69,8;-33,8;0,89
46240;-70;-33,8;3,36
46239;-70,2;-33,8;11,03
46238;-70,4;-33,8;6,15
46237;-70,6;-33,8;1,19
46236;-70,8;-33,8;0,53
46235;-71;-33,8;0,13
46234;-71,2;-33,8;0
46233;-71,4;-33,8;0
46232;-71,6;-33,8;0
46231;-71,8;-33,8;0
46230;-72;-33,8;0
46229;-72,2;-33,8;0,03
46228;-72,4;-33,8;0,31
46227;-72,6;-33,8;0,1
46226;-72,8;-33,8;0,02
46225;-73;-33,8;0,09
46224;-73,2;-33,8;0,05
46223;-73,4;-33,8;0
46222;-73,6;-33,8;0,03
46221;-73,8;-33,8;0,06
46220;-74;-33,8;0
46219;-74,2;-33,8;0,01
46218;-74,4;-33,8;0,1
46217;-74,6;-33,8;0,32
46216;-74,8;-33,8;0,09
46215;-75;-33,8;0,04
46214;-75,2;-33,8;0,28
46213;-75,4;-33,8;0,35
46212;-75,6;-33,8;0,22
46211;-75,8;-33,8;0,24
46210;-76;-33,8;0,45
46209;-34;-33,6;0,06
46208;-34,2;-33,6;0,08
46207;-34,4;-33,6;0,1
46206;-34,6;-33,6;0,12
46205;-34,8;-33,6;0,14
46204;-35;-33,6;0,19
46203;-35,2;-33,6;0,27
46202;-35,4;-33,6;0,23
46201;-35,6;-33,6;0,36
46200;-35,8;-33,6;0,37
46199;-36;-33,6;0,31
46198;-36,2;-33,6;0,27
46197;-36,4;-33,6;0,19
46196;-36,6;-33,6;0,2
46195;-36,8;-33,6;0,23
46194;-37;-33,6;0,27
46193;-37,2;-33,6;0,23
46192;-37,4;-33,6;0,22
46191;-37,6;-33,6;0,25
46190;-37,8;-33,6;0,29
46189;-38;-33,6;0,24
46188;-38,2;-33,6;0,27
46187;-38,4;-33,6;0,22
46186;-38,6;-33,6;0,25
46185;-38,8;-33,6;0,2
46184;-39;-33,6;0,14
46183;-39,2;-33,6;0,15
46182;-39,4;-33,6;0,17
46181;-39,6;-33,6;0,14
46180;-39,8;-33,6;0,42
46179;-40;-33,6;0,55
46178;-40,2;-33,6;0,2
46177;-40,4;-33,6;0,15
46176;-40,6;-33,6;0,02
46175;-40,8;-33,6;0,01
46174;-41;-33,6;0,01
46173;-41,2;-33,6;0,06
46172;-41,4;-33,6;0,13
46171;-41,6;-33,6;0,25
46170;-41,8;-33,6;0,49
46169;-42;-33,6;0,94
46168;-42,2;-33,6;1,5
46167;-42,4;-33,6;2,55
46166;-42,6;-33,6;5,18
46165;-42,8;-33,6;7,17
46164;-43;-33,6;7,64
46163;-43,2;-33,6;7,01
46162;-43,4;-33,6;8,27
46161;-43,6;-33,6;8,46
46160;-43,8;-33,6;10,54
46159;-44;-33,6;14,3
46158;-44,2;-33,6;15,08
46157;-44,4;-33,6;13,8
46156;-44,6;-33,6;13,48
46155;-44,8;-33,6;14,49
46154;-45;-33,6;14,78
46153;-45,2;-33,6;13,53
46152;-45,4;-33,6;11,29
46151;-45,6;-33,6;8,7
46150;-45,8;-33,6;7,63
46149;-46;-33,6;8
46148;-46,2;-33,6;9,37
46147;-46,4;-33,6;10,71
46146;-46,6;-33,6;11,41
46145;-46,8;-33,6;11,76
46144;-47;-33,6;10,16
46143;-47,2;-33,6;7,19
46142;-47,4;-33,6;5,33
46141;-47,6;-33,6;6,17
46140;-47,8;-33,6;8,25
46139;-48;-33,6;9,97
46138;-48,2;-33,6;12,06
46137;-48,4;-33,6;15,44
46136;-48,6;-33,6;21,03
46135;-48,8;-33,6;35,88
46134;-49;-33,6;45,91
46133;-49,2;-33,6;42,51
46132;-49,4;-33,6;32,76
46131;-49,6;-33,6;20,74
46130;-49,8;-33,6;9,51
46129;-50;-33,6;3,48
46128;-50,2;-33,6;1,67
46127;-50,4;-33,6;0,7
46126;-50,6;-33,6;0,29
46125;-50,8;-33,6;0,07
46124;-51;-33,6;0
46123;-51,2;-33,6;0
46122;-51,4;-33,6;0,01
46121;-51,6;-33,6;0
46120;-51,8;-33,6;0
46119;-52;-33,6;0
46118;-52,2;-33,6;0
46117;-52,4;-33,6;0
46116;-52,6;-33,6;0,01
46115;-52,8;-33,6;0
46114;-53;-33,6;0,01
46113;-53,2;-33,6;0,02
46112;-53,4;-33,6;0,05
46111;-53,6;-33,6;0,03
46110;-53,8;-33,6;0,04
46109;-54;-33,6;0,04
46108;-54,2;-33,6;0,08
46107;-54,4;-33,6;0,05
46106;-54,6;-33,6;0,11
46105;-54,8;-33,6;0,58
46104;-55;-33,6;0,8
46103;-55,2;-33,6;0,58
46102;-55,4;-33,6;0,31
46101;-55,6;-33,6;0,07
46100;-55,8;-33,6;0,08
46099;-56;-33,6;0,22
46098;-56,2;-33,6;0,28
46097;-56,4;-33,6;0,37
46096;-56,6;-33,6;0,56
46095;-56,8;-33,6;0,76
46094;-57;-33,6;0,35
46093;-57,2;-33,6;0,4
46092;-57,4;-33,6;0,45
46091;-57,6;-33,6;0,43
46090;-57,8;-33,6;0,37
46089;-58;-33,6;0,32
46088;-58,2;-33,6;0,48
46087;-58,4;-33,6;0,21
46086;-58,6;-33,6;0,09
46085;-58,8;-33,6;0,12
46084;-59;-33,6;0,09
46083;-59,2;-33,6;0,05
46082;-59,4;-33,6;0,03
46081;-59,6;-33,6;0
46080;-59,8;-33,6;0
46079;-60;-33,6;0
46078;-60,2;-33,6;0
46077;-60,4;-33,6;0
46076;-60,6;-33,6;0
46075;-60,8;-33,6;0
46074;-61;-33,6;0
46073;-61,2;-33,6;0
46072;-61,4;-33,6;0
46071;-61,6;-33,6;0
46070;-61,8;-33,6;0
46069;-62;-33,6;0
46068;-62,2;-33,6;0
46067;-62,4;-33,6;0,01
46066;-62,6;-33,6;0,02
46065;-62,8;-33,6;0
46064;-63;-33,6;0
46063;-63,2;-33,6;0
46062;-63,4;-33,6;0
46061;-63,6;-33,6;0
46060;-63,8;-33,6;0
46059;-64;-33,6;0,2
46058;-64,2;-33,6;0,37
46057;-64,4;-33,6;1,45
46056;-64,6;-33,6;2,19
46055;-64,8;-33,6;2,08
46054;-65;-33,6;3,4
46053;-65,2;-33,6;3,22
46052;-65,4;-33,6;2,49
46051;-65,6;-33,6;1,66
46050;-65,8;-33,6;1,21
46049;-66;-33,6;1,51
46048;-66,2;-33,6;1,24
46047;-66,4;-33,6;1,5
46046;-66,6;-33,6;1,63
46045;-66,8;-33,6;0,73
46044;-67;-33,6;0,34
46043;-67,2;-33,6;0,01
46042;-67,4;-33,6;0,01
46041;-67,6;-33,6;0,01
46040;-67,8;-33,6;0,02
46039;-68;-33,6;0,01
46038;-68,2;-33,6;0
46037;-68,4;-33,6;0,11
46036;-68,6;-33,6;0,13
46035;-68,8;-33,6;0,07
46034;-69;-33,6;0,05
46033;-69,2;-33,6;0,94
46032;-69,4;-33,6;1,97
46031;-69,6;-33,6;0,35
46030;-69,8;-33,6;1,08
46029;-70;-33,6;1,36
46028;-70,2;-33,6;6,66
46027;-70,4;-33,6;5,94
46026;-70,6;-33,6;1,06
46025;-70,8;-33,6;0,3
46024;-71;-33,6;0,08
46023;-71,2;-33,6;0
46022;-71,4;-33,6;0,01
46021;-71,6;-33,6;0
46020;-71,8;-33,6;0
46019;-72;-33,6;0
46018;-72,2;-33,6;0
46017;-72,4;-33,6;0,05
46016;-72,6;-33,6;0,14
46015;-72,8;-33,6;0,01
46014;-73;-33,6;0,24
46013;-73,2;-33,6;0,02
46012;-73,4;-33,6;0
46011;-73,6;-33,6;0,04
46010;-73,8;-33,6;0,12
46009;-74;-33,6;0,06
46008;-74,2;-33,6;0,02
46007;-74,4;-33,6;0,12
46006;-74,6;-33,6;0,24
46005;-74,8;-33,6;0,11
46004;-75;-33,6;0,56
46003;-75,2;-33,6;0,19
46002;-75,4;-33,6;0,26
46001;-75,6;-33,6;0,94
46000;-75,8;-33,6;0,17
45999;-76;-33,6;0,35
45998;-34;-33,4;0,01
45997;-34,2;-33,4;0,02
45996;-34,4;-33,4;0,04
45995;-34,6;-33,4;0,03
45994;-34,8;-33,4;0,03
45993;-35;-33,4;0,05
45992;-35,2;-33,4;0,1
45991;-35,4;-33,4;0,13
45990;-35,6;-33,4;0,29
45989;-35,8;-33,4;0,5
45988;-36;-33,4;0,51
45987;-36,2;-33,4;0,37
45986;-36,4;-33,4;0,21
45985;-36,6;-33,4;0,21
45984;-36,8;-33,4;0,35
45983;-37;-33,4;0,45
45982;-37,2;-33,4;0,35
45981;-37,4;-33,4;0,34
45980;-37,6;-33,4;0,34
45979;-37,8;-33,4;0,29
45978;-38;-33,4;0,32
45977;-38,2;-33,4;0,2
45976;-38,4;-33,4;0,14
45975;-38,6;-33,4;0,11
45974;-38,8;-33,4;0,09
45973;-39;-33,4;0,09
45972;-39,2;-33,4;0,08
45971;-39,4;-33,4;0,06
45970;-39,6;-33,4;0,07
45969;-39,8;-33,4;0,15
45968;-40;-33,4;0,3
45967;-40,2;-33,4;0,46
45966;-40,4;-33,4;0,43
45965;-40,6;-33,4;0,18
45964;-40,8;-33,4;0,05
45963;-41;-33,4;0,1
45962;-41,2;-33,4;0,25
45961;-41,4;-33,4;0,45
45960;-41,6;-33,4;0,68
45959;-41,8;-33,4;1,37
45958;-42;-33,4;1,94
45957;-42,2;-33,4;1,81
45956;-42,4;-33,4;2,95
45955;-42,6;-33,4;4,39
45954;-42,8;-33,4;5,59
45953;-43;-33,4;7,09
45952;-43,2;-33,4;8,5
45951;-43,4;-33,4;9,59
45950;-43,6;-33,4;10,18
45949;-43,8;-33,4;10,52
45948;-44;-33,4;13,9
45947;-44,2;-33,4;16,97
45946;-44,4;-33,4;16,4
45945;-44,6;-33,4;15,55
45944;-44,8;-33,4;16,61
45943;-45;-33,4;17,64
45942;-45,2;-33,4;16,5
45941;-45,4;-33,4;13,14
45940;-45,6;-33,4;9,2
45939;-45,8;-33,4;6,15
45938;-46;-33,4;7,02
45937;-46,2;-33,4;10,37
45936;-46,4;-33,4;11,13
45935;-46,6;-33,4;10,65
45934;-46,8;-33,4;11,37
45933;-47;-33,4;11,56
45932;-47,2;-33,4;10,05
45931;-47,4;-33,4;7,96
45930;-47,6;-33,4;7,13
45929;-47,8;-33,4;7,59
45928;-48;-33,4;9,54
45927;-48,2;-33,4;12,55
45926;-48,4;-33,4;16,75
45925;-48,6;-33,4;28,5
45924;-48,8;-33,4;44,44
45923;-49;-33,4;49,75
45922;-49,2;-33,4;43,43
45921;-49,4;-33,4;30,84
45920;-49,6;-33,4;16,56
45919;-49,8;-33,4;7,05
45918;-50;-33,4;2,7
45917;-50,2;-33,4;1,02
45916;-50,4;-33,4;0,73
45915;-50,6;-33,4;0,33
45914;-50,8;-33,4;0,13
45913;-51;-33,4;0,03
45912;-51,2;-33,4;0
45911;-51,4;-33,4;0
45910;-51,6;-33,4;0
45909;-51,8;-33,4;0
45908;-52;-33,4;0,01
45907;-52,2;-33,4;0,01
45906;-52,4;-33,4;0
45905;-52,6;-33,4;0
45904;-52,8;-33,4;0,01
45903;-53;-33,4;0,02
45902;-53,2;-33,4;0,04
45901;-53,4;-33,4;0,04
45900;-53,6;-33,4;0,03
45899;-53,8;-33,4;0,04
45898;-54;-33,4;0,03
45897;-54,2;-33,4;0,03
45896;-54,4;-33,4;0,02
45895;-54,6;-33,4;0,01
45894;-54,8;-33,4;0,15
45893;-55;-33,4;0,75
45892;-55,2;-33,4;1
45891;-55,4;-33,4;0,67
45890;-55,6;-33,4;0,21
45889;-55,8;-33,4;0,04
45888;-56;-33,4;0,05
45887;-56,2;-33,4;0,07
45886;-56,4;-33,4;0,11
45885;-56,6;-33,4;0,51
45884;-56,8;-33,4;0,17
45883;-57;-33,4;0,26
45882;-57,2;-33,4;0,36
45881;-57,4;-33,4;0,36
45880;-57,6;-33,4;0,33
45879;-57,8;-33,4;0,35
45878;-58;-33,4;0,39
45877;-58,2;-33,4;0,34
45876;-58,4;-33,4;0,1
45875;-58,6;-33,4;0,14
45874;-58,8;-33,4;0,1
45873;-59;-33,4;0,07
45872;-59,2;-33,4;0,04
45871;-59,4;-33,4;0,01
45870;-59,6;-33,4;0
45869;-59,8;-33,4;0
45868;-60;-33,4;0
45867;-60,2;-33,4;0
45866;-60,4;-33,4;0
45865;-60,6;-33,4;0
45864;-60,8;-33,4;0
45863;-61;-33,4;0
45862;-61,2;-33,4;0
45861;-61,4;-33,4;0
45860;-61,6;-33,4;0
45859;-61,8;-33,4;0
45858;-62;-33,4;0
45857;-62,2;-33,4;0
45856;-62,4;-33,4;0
45855;-62,6;-33,4;0
45854;-62,8;-33,4;0
45853;-63;-33,4;0
45852;-63,2;-33,4;0,05
45851;-63,4;-33,4;0,03
45850;-63,6;-33,4;0,02
45849;-63,8;-33,4;0,19
45848;-64;-33,4;0,41
45847;-64,2;-33,4;0,57
45846;-64,4;-33,4;1,45
45845;-64,6;-33,4;2,62
45844;-64,8;-33,4;3,43
45843;-65;-33,4;2,11
45842;-65,2;-33,4;3,84
45841;-65,4;-33,4;2,28
45840;-65,6;-33,4;1,77
45839;-65,8;-33,4;2,17
45838;-66;-33,4;1,49
45837;-66,2;-33,4;0,35
45836;-66,4;-33,4;0,53
45835;-66,6;-33,4;1,06
45834;-66,8;-33,4;2,5
45833;-67;-33,4;0,76
45832;-67,2;-33,4;0,07
45831;-67,4;-33,4;0
45830;-67,6;-33,4;0
45829;-67,8;-33,4;0
45828;-68;-33,4;0
45827;-68,2;-33,4;0
45826;-68,4;-33,4;0,01
45825;-68,6;-33,4;0,05
45824;-68,8;-33,4;0,08
45823;-69;-33,4;0,05
45822;-69,2;-33,4;0,36
45821;-69,4;-33,4;0,53
45820;-69,6;-33,4;0,45
45819;-69,8;-33,4;1,02
45818;-70;-33,4;1,36
45817;-70,2;-33,4;3,12
45816;-70,4;-33,4;3,13
45815;-70,6;-33,4;0,58
45814;-70,8;-33,4;0,22
45813;-71;-33,4;0,03
45812;-71,2;-33,4;0
45811;-71,4;-33,4;0,03
45810;-71,6;-33,4;0,01
45809;-71,8;-33,4;0
45808;-72;-33,4;0
45807;-72,2;-33,4;0,09
45806;-72,4;-33,4;0,14
45805;-72,6;-33,4;0,01
45804;-72,8;-33,4;0,06
45803;-73;-33,4;0,04
45802;-73,2;-33,4;0,02
45801;-73,4;-33,4;0
45800;-73,6;-33,4;0,02
45799;-73,8;-33,4;0,02
45798;-74;-33,4;0,06
45797;-74,2;-33,4;0,08
45796;-74,4;-33,4;0,09
45795;-74,6;-33,4;0,05
45794;-74,8;-33,4;0,16
45793;-75;-33,4;0,22
45792;-75,2;-33,4;0,14
45791;-75,4;-33,4;0,13
45790;-75,6;-33,4;0,65
45789;-75,8;-33,4;0,31
45788;-76;-33,4;0,36
45787;-34;-33,2;0
45786;-34,2;-33,2;0,02
45785;-34,4;-33,2;0,04
45784;-34,6;-33,2;0,08
45783;-34,8;-33,2;0,09
45782;-35;-33,2;0,07
45781;-35,2;-33,2;0,08
45780;-35,4;-33,2;0,2
45779;-35,6;-33,2;0,36
45778;-35,8;-33,2;0,45
45777;-36;-33,2;0,41
45776;-36,2;-33,2;0,35
45775;-36,4;-33,2;0,28
45774;-36,6;-33,2;0,27
45773;-36,8;-33,2;0,43
45772;-37;-33,2;0,43
45771;-37,2;-33,2;0,4
45770;-37,4;-33,2;0,46
45769;-37,6;-33,2;0,46
45768;-37,8;-33,2;0,23
45767;-38;-33,2;0,13
45766;-38,2;-33,2;0,14
45765;-38,4;-33,2;0,1
45764;-38,6;-33,2;0,08
45763;-38,8;-33,2;0,14
45762;-39;-33,2;0,17
45761;-39,2;-33,2;0,07
45760;-39,4;-33,2;0,06
45759;-39,6;-33,2;0,11
45758;-39,8;-33,2;0,2
45757;-40;-33,2;0,38
45756;-40,2;-33,2;0,63
45755;-40,4;-33,2;0,74
45754;-40,6;-33,2;0,36
45753;-40,8;-33,2;0,21
45752;-41;-33,2;0,41
45751;-41,2;-33,2;0,98
45750;-41,4;-33,2;1,02
45749;-41,6;-33,2;1,33
45748;-41,8;-33,2;2,23
45747;-42;-33,2;2,34
45746;-42,2;-33,2;2,22
45745;-42,4;-33,2;2,61
45744;-42,6;-33,2;3,57
45743;-42,8;-33,2;4,68
45742;-43;-33,2;6,85
45741;-43,2;-33,2;8,57
45740;-43,4;-33,2;10,15
45739;-43,6;-33,2;11,09
45738;-43,8;-33,2;12,04
45737;-44;-33,2;14,19
45736;-44,2;-33,2;16,41
45735;-44,4;-33,2;17,67
45734;-44,6;-33,2;17,07
45733;-44,8;-33,2;19,74
45732;-45;-33,2;20,85
45731;-45,2;-33,2;19,9
45730;-45,4;-33,2;15,77
45729;-45,6;-33,2;9,62
45728;-45,8;-33,2;5,05
45727;-46;-33,2;5,04
45726;-46,2;-33,2;7,8
45725;-46,4;-33,2;9,55
45724;-46,6;-33,2;10,73
45723;-46,8;-33,2;11,84
45722;-47;-33,2;11,67
45721;-47,2;-33,2;11,8
45720;-47,4;-33,2;10,71
45719;-47,6;-33,2;9,67
45718;-47,8;-33,2;9,54
45717;-48;-33,2;11,44
45716;-48,2;-33,2;15,56
45715;-48,4;-33,2;21,56
45714;-48,6;-33,2;32,28
45713;-48,8;-33,2;44,15
45712;-49;-33,2;49,76
45711;-49,2;-33,2;41,37
45710;-49,4;-33,2;26,62
45709;-49,6;-33,2;11,68
45708;-49,8;-33,2;5,12
45707;-50;-33,2;2,07
45706;-50,2;-33,2;0,92
45705;-50,4;-33,2;0,52
45704;-50,6;-33,2;0,25
45703;-50,8;-33,2;0,16
45702;-51;-33,2;0,08
45701;-51,2;-33,2;0,06
45700;-51,4;-33,2;0,04
45699;-51,6;-33,2;0,01
45698;-51,8;-33,2;0,01
45697;-52;-33,2;0
45696;-52,2;-33,2;0
45695;-52,4;-33,2;0
45694;-52,6;-33,2;0
45693;-52,8;-33,2;0
45692;-53;-33,2;0,01
45691;-53,2;-33,2;0,03
45690;-53,4;-33,2;0,04
45689;-53,6;-33,2;0,01
45688;-53,8;-33,2;0,03
45687;-54;-33,2;0,02
45686;-54,2;-33,2;0,01
45685;-54,4;-33,2;0,02
45684;-54,6;-33,2;0,03
45683;-54,8;-33,2;0,07
45682;-55;-33,2;0,35
45681;-55,2;-33,2;1,07
45680;-55,4;-33,2;1,42
45679;-55,6;-33,2;0,6
45678;-55,8;-33,2;0,32
45677;-56;-33,2;0,14
45676;-56,2;-33,2;0,13
45675;-56,4;-33,2;0,08
45674;-56,6;-33,2;0,09
45673;-56,8;-33,2;0,07
45672;-57;-33,2;0,11
45671;-57,2;-33,2;0,13
45670;-57,4;-33,2;0,17
45669;-57,6;-33,2;0,26
45668;-57,8;-33,2;0,41
45667;-58;-33,2;0,31
45666;-58,2;-33,2;0,37
45665;-58,4;-33,2;0,16
45664;-58,6;-33,2;0,26
45663;-58,8;-33,2;0,16
45662;-59;-33,2;0,11
45661;-59,2;-33,2;0,05
45660;-59,4;-33,2;0
45659;-59,6;-33,2;0
45658;-59,8;-33,2;0
45657;-60;-33,2;0,01
45656;-60,2;-33,2;0,01
45655;-60,4;-33,2;0
45654;-60,6;-33,2;0
45653;-60,8;-33,2;0
45652;-61;-33,2;0
45651;-61,2;-33,2;0
45650;-61,4;-33,2;0
45649;-61,6;-33,2;0
45648;-61,8;-33,2;0
45647;-62;-33,2;0
45646;-62,2;-33,2;0
45645;-62,4;-33,2;0
45644;-62,6;-33,2;0
45643;-62,8;-33,2;0
45642;-63;-33,2;0,04
45641;-63,2;-33,2;0,16
45640;-63,4;-33,2;0,29
45639;-63,6;-33,2;0,3
