;lon;lat;volume
52087;-40;-39,2;6,24
52086;-40,2;-39,2;6,01
52085;-40,4;-39,2;6,03
52084;-40,6;-39,2;6,25
52083;-40,8;-39,2;5,56
52082;-41;-39,2;3,79
52081;-41,2;-39,2;2,7
52080;-41,4;-39,2;2,06
52079;-41,6;-39,2;2,07
52078;-41,8;-39,2;1,52
52077;-42;-39,2;1,48
52076;-42,2;-39,2;1,33
52075;-42,4;-39,2;0,84
52074;-42,6;-39,2;0,34
52073;-42,8;-39,2;0,08
52072;-43;-39,2;0,02
52071;-43,2;-39,2;0,02
52070;-43,4;-39,2;0,03
52069;-43,6;-39,2;0,09
52068;-43,8;-39,2;0,19
52067;-44;-39,2;0,14
52066;-44,2;-39,2;0,54
52065;-44,4;-39,2;0,71
52064;-44,6;-39,2;1,18
52063;-44,8;-39,2;0,91
52062;-45;-39,2;1,2
52061;-45,2;-39,2;2,21
52060;-45,4;-39,2;2,88
52059;-45,6;-39,2;3,15
52058;-45,8;-39,2;3,02
52057;-46;-39,2;2,61
52056;-46,2;-39,2;1,91
52055;-46,4;-39,2;1,44
52054;-46,6;-39,2;1,59
52053;-46,8;-39,2;1,47
52052;-47;-39,2;0,8
52051;-47,2;-39,2;0,5
52050;-47,4;-39,2;1,1
52049;-47,6;-39,2;2,9
52048;-47,8;-39,2;5,05
52047;-48;-39,2;6,5
52046;-48,2;-39,2;5,22
52045;-48,4;-39,2;5,46
52044;-48,6;-39,2;7,15
52043;-48,8;-39,2;9,19
52042;-49;-39,2;10,64
52041;-49,2;-39,2;13,37
52040;-49,4;-39,2;16,9
52039;-49,6;-39,2;20,68
52038;-49,8;-39,2;25,77
52037;-50;-39,2;30,77
52036;-50,2;-39,2;32,71
52035;-50,4;-39,2;32,99
52034;-50,6;-39,2;32,76
52033;-50,8;-39,2;31,95
52032;-51;-39,2;30,66
52031;-51,2;-39,2;29,5
52030;-51,4;-39,2;28,03
52029;-51,6;-39,2;28,22
52028;-51,8;-39,2;27,29
52027;-52;-39,2;25,16
52026;-52,2;-39,2;20,91
52025;-52,4;-39,2;23,12
52024;-52,6;-39,2;15,61
52023;-52,8;-39,2;11,8
52022;-53;-39,2;11,01
52021;-53,2;-39,2;11,84
52020;-53,4;-39,2;9,41
52019;-53,6;-39,2;7,33
52018;-53,8;-39,2;6,22
52017;-54;-39,2;5,83
52016;-54,2;-39,2;6,03
52015;-54,4;-39,2;6,61
52014;-54,6;-39,2;7,47
52013;-54,8;-39,2;9,1
52012;-55;-39,2;6,43
52011;-55,2;-39,2;5,35
52010;-55,4;-39,2;5,66
52009;-55,6;-39,2;8,46
52008;-55,8;-39,2;9,11
52007;-56;-39,2;8,7
52006;-56,2;-39,2;9,37
52005;-56,4;-39,2;11,07
52004;-56,6;-39,2;6
52003;-56,8;-39,2;7,03
52002;-57;-39,2;4,54
52001;-57,2;-39,2;4,19
52000;-57,4;-39,2;3,85
51999;-57,6;-39,2;3,61
51998;-57,8;-39,2;4,48
51997;-58;-39,2;6,14
51996;-58,2;-39,2;6,95
51995;-58,4;-39,2;5,62
51994;-58,6;-39,2;4,6
51993;-58,8;-39,2;2,43
51992;-59;-39,2;1,88
51991;-59,2;-39,2;0,76
51990;-59,4;-39,2;0,5
51989;-59,6;-39,2;0,78
51988;-59,8;-39,2;1,5
51987;-60;-39,2;3,55
51986;-60,2;-39,2;6,43
51985;-60,4;-39,2;7,02
51984;-60,6;-39,2;5,93
51983;-60,8;-39,2;2,74
51982;-61;-39,2;1,25
51981;-61,2;-39,2;1,1
51980;-61,4;-39,2;1,11
51979;-61,6;-39,2;1,06
51978;-61,8;-39,2;0,96
51977;-62;-39,2;0,66
51976;-62,2;-39,2;0,31
51975;-62,4;-39,2;0,08
51974;-62,6;-39,2;0,02
51973;-62,8;-39,2;0
51972;-63;-39,2;0
51971;-63,2;-39,2;0
51970;-63,4;-39,2;0
51969;-63,6;-39,2;0
51968;-63,8;-39,2;0,01
51967;-64;-39,2;0,05
51966;-64,2;-39,2;0,09
51965;-64,4;-39,2;0,12
51964;-64,6;-39,2;0,12
51963;-64,8;-39,2;0,07
51962;-65;-39,2;0,04
51961;-65,2;-39,2;0,02
51960;-65,4;-39,2;0,01
51959;-65,6;-39,2;0
51958;-65,8;-39,2;0
51957;-66;-39,2;0
51956;-66,2;-39,2;0
51955;-66,4;-39,2;0
51954;-66,6;-39,2;0
51953;-66,8;-39,2;0,01
51952;-67;-39,2;0,01
51951;-67,2;-39,2;0
51950;-67,4;-39,2;0
51949;-67,6;-39,2;0,01
51948;-67,8;-39,2;0,02
51947;-68;-39,2;0,04
51946;-68,2;-39,2;0,07
51945;-68,4;-39,2;0,14
51944;-68,6;-39,2;0,11
51943;-68,8;-39,2;0,11
51942;-69;-39,2;0,11
51941;-69,2;-39,2;0,09
51940;-69,4;-39,2;0,13
51939;-69,6;-39,2;0,22
51938;-69,8;-39,2;0,32
51937;-70;-39,2;0,37
51936;-70,2;-39,2;0,24
51935;-70,4;-39,2;0
51934;-70,6;-39,2;0,01
51933;-70,8;-39,2;0
51932;-71;-39,2;0,01
51931;-71,2;-39,2;0,01
51930;-71,4;-39,2;0,01
51929;-71,6;-39,2;0,01
51928;-71,8;-39,2;0
51927;-72;-39,2;0,02
51926;-72,2;-39,2;0,36
51925;-72,4;-39,2;1
51924;-72,6;-39,2;1,24
51923;-72,8;-39,2;1,71
51922;-73;-39,2;1,13
51921;-73,2;-39,2;1,61
51920;-73,4;-39,2;1,5
51919;-73,6;-39,2;1,95
51918;-73,8;-39,2;1,63
51917;-74;-39,2;0,92
51916;-74,2;-39,2;0,5
51915;-74,4;-39,2;0,41
51914;-74,6;-39,2;0,73
51913;-74,8;-39,2;1,81
51912;-75;-39,2;1,43
51911;-75,2;-39,2;0,96
51910;-75,4;-39,2;2,22
51909;-75,6;-39,2;2,4
51908;-75,8;-39,2;2,5
51907;-76;-39,2;1,5
51906;-34;-39;0,58
51905;-34,2;-39;0,92
51904;-34,4;-39;1,1
51903;-34,6;-39;0,83
51902;-34,8;-39;0,88
51901;-35;-39;0,81
51900;-35,2;-39;0,7
51899;-35,4;-39;0,64
51898;-35,6;-39;0,51
51897;-35,8;-39;0,46
51896;-36;-39;0,88
51895;-36,2;-39;0,86
51894;-36,4;-39;0,82
51893;-36,6;-39;0,98
51892;-36,8;-39;1,09
51891;-37;-39;0,96
51890;-37,2;-39;1,04
51889;-37,4;-39;1,1
51888;-37,6;-39;1,16
51887;-37,8;-39;1,03
51886;-38;-39;0,9
51885;-38,2;-39;1,1
51884;-38,4;-39;1,76
51883;-38,6;-39;2,4
51882;-38,8;-39;2,98
51881;-39;-39;3,55
51880;-39,2;-39;5,21
51879;-39,4;-39;6,1
51878;-39,6;-39;6,97
51877;-39,8;-39;7,46
51876;-40;-39;6,82
51875;-40,2;-39;5,24
51874;-40,4;-39;4,65
51873;-40,6;-39;3,3
51872;-40,8;-39;2,06
51871;-41;-39;1,31
51870;-41,2;-39;0,77
51869;-41,4;-39;1,36
51868;-41,6;-39;1,44
51867;-41,8;-39;1,18
51866;-42;-39;0,71
51865;-42,2;-39;0,2
51864;-42,4;-39;0,07
51863;-42,6;-39;0,02
51862;-42,8;-39;0,01
51861;-43;-39;0,02
51860;-43,2;-39;0,05
51859;-43,4;-39;0,11
51858;-43,6;-39;0,19
51857;-43,8;-39;0,2
51856;-44;-39;0,41
51855;-44,2;-39;0,71
51854;-44,4;-39;1,02
51853;-44,6;-39;1,96
51852;-44,8;-39;2,33
51851;-45;-39;2,73
51850;-45,2;-39;3,79
51849;-45,4;-39;5,76
51848;-45,6;-39;5,37
51847;-45,8;-39;4,03
51846;-46;-39;2,83
51845;-46,2;-39;2,11
51844;-46,4;-39;1,76
51843;-46,6;-39;1,39
51842;-46,8;-39;0,61
51841;-47;-39;0,35
51840;-47,2;-39;0,5
51839;-47,4;-39;1,86
51838;-47,6;-39;4,46
51837;-47,8;-39;5,13
51836;-48;-39;4,42
51835;-48,2;-39;4,95
51834;-48,4;-39;6,17
51833;-48,6;-39;7,39
51832;-48,8;-39;7,21
51831;-49;-39;9,87
51830;-49,2;-39;12,6
51829;-49,4;-39;16,26
51828;-49,6;-39;23,19
51827;-49,8;-39;33,95
51826;-50;-39;31,62
51825;-50,2;-39;35,56
51824;-50,4;-39;34,13
51823;-50,6;-39;31,91
51822;-50,8;-39;31,79
51821;-51;-39;37,36
51820;-51,2;-39;31,93
51819;-51,4;-39;27,11
51818;-51,6;-39;24,02
51817;-51,8;-39;21,3
51816;-52;-39;19,89
51815;-52,2;-39;34,23
51814;-52,4;-39;22,48
51813;-52,6;-39;13
51812;-52,8;-39;9,37
51811;-53;-39;8,83
51810;-53,2;-39;8,73
51809;-53,4;-39;8,14
51808;-53,6;-39;6,64
51807;-53,8;-39;5,32
51806;-54;-39;4,44
51805;-54,2;-39;3,55
51804;-54,4;-39;4,61
51803;-54,6;-39;4,77
51802;-54,8;-39;4,4
51801;-55;-39;4,34
51800;-55,2;-39;6,05
51799;-55,4;-39;7,5
51798;-55,6;-39;6,86
51797;-55,8;-39;7,14
51796;-56;-39;6,46
51795;-56,2;-39;4,55
51794;-56,4;-39;4,14
51793;-56,6;-39;3,75
51792;-56,8;-39;5,73
51791;-57;-39;6,52
51790;-57,2;-39;5,32
51789;-57,4;-39;4,13
51788;-57,6;-39;3,81
51787;-57,8;-39;5,43
51786;-58;-39;7,33
51785;-58,2;-39;6,7
51784;-58,4;-39;3,21
51783;-58,6;-39;2,44
51782;-58,8;-39;1,95
51781;-59;-39;1,17
51780;-59,2;-39;0,59
51779;-59,4;-39;0,47
51778;-59,6;-39;0,96
51777;-59,8;-39;2,01
51776;-60;-39;4,1
51775;-60,2;-39;5,53
51774;-60,4;-39;5,31
51773;-60,6;-39;3,24
51772;-60,8;-39;1,04
51771;-61;-39;0,63
51770;-61,2;-39;0,68
51769;-61,4;-39;0,86
51768;-61,6;-39;1,02
51767;-61,8;-39;1,05
51766;-62;-39;0,75
51765;-62,2;-39;0,31
51764;-62,4;-39;0,06
51763;-62,6;-39;0
51762;-62,8;-39;0
51761;-63;-39;0
51760;-63,2;-39;0
51759;-63,4;-39;0,01
51758;-63,6;-39;0,01
51757;-63,8;-39;0,02
51756;-64;-39;0,03
51755;-64,2;-39;0,04
51754;-64,4;-39;0,05
51753;-64,6;-39;0,05
51752;-64,8;-39;0,04
51751;-65;-39;0,02
51750;-65,2;-39;0
51749;-65,4;-39;0
51748;-65,6;-39;0
51747;-65,8;-39;0
51746;-66;-39;0
51745;-66,2;-39;0
51744;-66,4;-39;0
51743;-66,6;-39;0,01
51742;-66,8;-39;0,01
51741;-67;-39;0
51740;-67,2;-39;0
51739;-67,4;-39;0
51738;-67,6;-39;0,01
51737;-67,8;-39;0,04
51736;-68;-39;0,09
51735;-68,2;-39;0,13
51734;-68,4;-39;0,2
51733;-68,6;-39;0,13
51732;-68,8;-39;0,1
51731;-69;-39;0,18
51730;-69,2;-39;0,28
51729;-69,4;-39;0,24
51728;-69,6;-39;0,42
51727;-69,8;-39;0,7
51726;-70;-39;0,74
51725;-70,2;-39;0,44
51724;-70,4;-39;0,06
51723;-70,6;-39;0,01
51722;-70,8;-39;0
51721;-71;-39;0,01
51720;-71,2;-39;0,02
51719;-71,4;-39;0,01
51718;-71,6;-39;0
51717;-71,8;-39;0
51716;-72;-39;0,02
51715;-72,2;-39;0,12
51714;-72,4;-39;0,23
51713;-72,6;-39;0,26
51712;-72,8;-39;0,69
51711;-73;-39;1,25
51710;-73,2;-39;1,69
51709;-73,4;-39;1,76
51708;-73,6;-39;1,59
51707;-73,8;-39;1,55
51706;-74;-39;0,68
51705;-74,2;-39;0,71
51704;-74,4;-39;0,72
51703;-74,6;-39;0,78
51702;-74,8;-39;1,51
51701;-75;-39;1,23
51700;-75,2;-39;1,35
51699;-75,4;-39;1,77
51698;-75,6;-39;1,95
51697;-75,8;-39;1,32
51696;-76;-39;1,2
51695;-34;-38,8;0,59
51694;-34,2;-38,8;0,77
51693;-34,4;-38,8;0,8
51692;-34,6;-38,8;0,8
51691;-34,8;-38,8;0,81
51690;-35;-38,8;0,72
51689;-35,2;-38,8;0,71
51688;-35,4;-38,8;1,01
51687;-35,6;-38,8;0,71
51686;-35,8;-38,8;0,73
51685;-36;-38,8;1,03
51684;-36,2;-38,8;1,28
51683;-36,4;-38,8;0,85
51682;-36,6;-38,8;1,12
51681;-36,8;-38,8;1,51
51680;-37;-38,8;1,52
51679;-37,2;-38,8;1,54
51678;-37,4;-38,8;1,22
51677;-37,6;-38,8;1,59
51676;-37,8;-38,8;1,84
51675;-38;-38,8;2,15
51674;-38,2;-38,8;2,31
51673;-38,4;-38,8;2,6
51672;-38,6;-38,8;3,02
51671;-38,8;-38,8;4,49
51670;-39;-38,8;5,08
51669;-39,2;-38,8;5,12
51668;-39,4;-38,8;5,13
51667;-39,6;-38,8;4,84
51666;-39,8;-38,8;4,59
51665;-40;-38,8;3,3
51664;-40,2;-38,8;2,07
51663;-40,4;-38,8;1,88
51662;-40,6;-38,8;0,92
51661;-40,8;-38,8;0,73
51660;-41;-38,8;0,53
51659;-41,2;-38,8;0,68
51658;-41,4;-38,8;0,69
51657;-41,6;-38,8;0,49
51656;-41,8;-38,8;0,29
51655;-42;-38,8;0,09
51654;-42,2;-38,8;0,07
51653;-42,4;-38,8;0,05
51652;-42,6;-38,8;0,05
51651;-42,8;-38,8;0,07
51650;-43;-38,8;0,11
51649;-43,2;-38,8;0,12
51648;-43,4;-38,8;0,25
51647;-43,6;-38,8;1,27
51646;-43,8;-38,8;1,81
51645;-44;-38,8;2,26
51644;-44,2;-38,8;2,21
51643;-44,4;-38,8;3,02
51642;-44,6;-38,8;4,38
51641;-44,8;-38,8;4,43
51640;-45;-38,8;4,71
51639;-45,2;-38,8;3,81
51638;-45,4;-38,8;3,09
51637;-45,6;-38,8;2,86
51636;-45,8;-38,8;2,68
51635;-46;-38,8;1,63
51634;-46,2;-38,8;1,22
51633;-46,4;-38,8;0,98
51632;-46,6;-38,8;0,78
51631;-46,8;-38,8;0,33
51630;-47;-38,8;0,14
51629;-47,2;-38,8;0,5
51628;-47,4;-38,8;2,53
51627;-47,6;-38,8;3,67
51626;-47,8;-38,8;3,04
51625;-48;-38,8;3,86
51624;-48,2;-38,8;6,16
51623;-48,4;-38,8;7,04
51622;-48,6;-38,8;6,74
51621;-48,8;-38,8;8,4
51620;-49;-38,8;9,91
51619;-49,2;-38,8;10,95
51618;-49,4;-38,8;15,73
51617;-49,6;-38,8;24,86
51616;-49,8;-38,8;32,34
51615;-50;-38,8;38,41
51614;-50,2;-38,8;35,81
51613;-50,4;-38,8;30,26
51612;-50,6;-38,8;33,76
51611;-50,8;-38,8;38,68
51610;-51;-38,8;34,22
51609;-51,2;-38,8;23,55
51608;-51,4;-38,8;17,96
51607;-51,6;-38,8;22,87
51606;-51,8;-38,8;23,79
51605;-52;-38,8;22,57
51604;-52,2;-38,8;17,78
51603;-52,4;-38,8;12,33
51602;-52,6;-38,8;7,19
51601;-52,8;-38,8;5,7
51600;-53;-38,8;7,13
51599;-53,2;-38,8;5,94
51598;-53,4;-38,8;5,32
51597;-53,6;-38,8;4,48
51596;-53,8;-38,8;4,49
51595;-54;-38,8;4,61
51594;-54,2;-38,8;5,24
51593;-54,4;-38,8;5,18
51592;-54,6;-38,8;4,89
51591;-54,8;-38,8;4,78
51590;-55;-38,8;4
51589;-55,2;-38,8;6,89
51588;-55,4;-38,8;4,77
51587;-55,6;-38,8;5,36
51586;-55,8;-38,8;4,88
51585;-56;-38,8;4,6
51584;-56,2;-38,8;4,08
51583;-56,4;-38,8;3,68
51582;-56,6;-38,8;3,08
51581;-56,8;-38,8;5,53
51580;-57;-38,8;7,47
51579;-57,2;-38,8;5,6
51578;-57,4;-38,8;5,84
51577;-57,6;-38,8;5,31
51576;-57,8;-38,8;4,4
51575;-58;-38,8;6,34
51574;-58,2;-38,8;5,37
51573;-58,4;-38,8;3,22
51572;-58,6;-38,8;2,62
51571;-58,8;-38,8;1,6
51570;-59;-38,8;1,08
51569;-59,2;-38,8;0,73
51568;-59,4;-38,8;0,74
51567;-59,6;-38,8;1,36
51566;-59,8;-38,8;2,38
51565;-60;-38,8;3,69
51564;-60,2;-38,8;4,12
51563;-60,4;-38,8;3,24
51562;-60,6;-38,8;1,36
51561;-60,8;-38,8;0,36
51560;-61;-38,8;0,3
51559;-61,2;-38,8;0,45
51558;-61,4;-38,8;0,66
51557;-61,6;-38,8;0,76
51556;-61,8;-38,8;0,72
51555;-62;-38,8;0,43
51554;-62,2;-38,8;0,15
51553;-62,4;-38,8;0,01
51552;-62,6;-38,8;0
51551;-62,8;-38,8;0
51550;-63;-38,8;0
51549;-63,2;-38,8;0,01
51548;-63,4;-38,8;0
51547;-63,6;-38,8;0,01
51546;-63,8;-38,8;0,02
51545;-64;-38,8;0,02
51544;-64,2;-38,8;0,03
51543;-64,4;-38,8;0,04
51542;-64,6;-38,8;0,06
51541;-64,8;-38,8;0,05
51540;-65;-38,8;0,02
51539;-65,2;-38,8;0,01
51538;-65,4;-38,8;0
51537;-65,6;-38,8;0,01
51536;-65,8;-38,8;0
51535;-66;-38,8;0
51534;-66,2;-38,8;0
51533;-66,4;-38,8;0
51532;-66,6;-38,8;0
51531;-66,8;-38,8;0,01
51530;-67;-38,8;0,01
51529;-67,2;-38,8;0
51528;-67,4;-38,8;0,01
51527;-67,6;-38,8;0,02
51526;-67,8;-38,8;0,02
51525;-68;-38,8;0,01
51524;-68,2;-38,8;0,07
51523;-68,4;-38,8;0,09
51522;-68,6;-38,8;0,08
51521;-68,8;-38,8;0,11
51520;-69;-38,8;0,3
51519;-69,2;-38,8;0,34
51518;-69,4;-38,8;0,33
51517;-69,6;-38,8;0,25
51516;-69,8;-38,8;0,56
51515;-70;-38,8;0,68
51514;-70,2;-38,8;0,43
51513;-70,4;-38,8;0,06
51512;-70,6;-38,8;0
51511;-70,8;-38,8;0,01
51510;-71;-38,8;0,02
51509;-71,2;-38,8;0,02
51508;-71,4;-38,8;0
51507;-71,6;-38,8;0
51506;-71,8;-38,8;0,01
51505;-72;-38,8;0,02
51504;-72,2;-38,8;0,03
51503;-72,4;-38,8;0,02
51502;-72,6;-38,8;0,1
51501;-72,8;-38,8;0,48
51500;-73;-38,8;1,51
51499;-73,2;-38,8;2,38
51498;-73,4;-38,8;3,84
51497;-73,6;-38,8;2,95
51496;-73,8;-38,8;1,79
51495;-74;-38,8;1,77
51494;-74,2;-38,8;1,17
51493;-74,4;-38,8;0,77
51492;-74,6;-38,8;0,88
51491;-74,8;-38,8;1,04
51490;-75;-38,8;0,95
51489;-75,2;-38,8;1,14
51488;-75,4;-38,8;1,61
51487;-75,6;-38,8;1,91
51486;-75,8;-38,8;1,32
51485;-76;-38,8;1,2
51484;-34;-38,6;0,57
51483;-34,2;-38,6;0,52
51482;-34,4;-38,6;0,56
51481;-34,6;-38,6;0,68
51480;-34,8;-38,6;0,9
51479;-35;-38,6;1,38
51478;-35,2;-38,6;1,18
51477;-35,4;-38,6;0,92
51476;-35,6;-38,6;0,74
51475;-35,8;-38,6;0,72
51474;-36;-38,6;0,58
51473;-36,2;-38,6;0,77
51472;-36,4;-38,6;1,2
51471;-36,6;-38,6;1,42
51470;-36,8;-38,6;1,45
51469;-37;-38,6;1,44
51468;-37,2;-38,6;1,51
51467;-37,4;-38,6;1,73
51466;-37,6;-38,6;2,13
51465;-37,8;-38,6;2,62
51464;-38;-38,6;3,19
51463;-38,2;-38,6;3,89
51462;-38,4;-38,6;3,84
51461;-38,6;-38,6;4,32
51460;-38,8;-38,6;4,66
51459;-39;-38,6;4,51
51458;-39,2;-38,6;3,88
51457;-39,4;-38,6;2,68
51456;-39,6;-38,6;1,36
51455;-39,8;-38,6;0,99
51454;-40;-38,6;0,76
51453;-40,2;-38,6;0,53
51452;-40,4;-38,6;0,4
51451;-40,6;-38,6;0,38
51450;-40,8;-38,6;0,42
51449;-41;-38,6;0,4
51448;-41,2;-38,6;0,39
51447;-41,4;-38,6;0,32
51446;-41,6;-38,6;0,28
51445;-41,8;-38,6;0,21
51444;-42;-38,6;0,08
51443;-42,2;-38,6;0,04
51442;-42,4;-38,6;0,06
51441;-42,6;-38,6;0,13
51440;-42,8;-38,6;0,12
51439;-43;-38,6;0,19
51438;-43,2;-38,6;0,82
51437;-43,4;-38,6;1,89
51436;-43,6;-38,6;3,12
51435;-43,8;-38,6;3,55
51434;-44;-38,6;3,93
51433;-44,2;-38,6;3,9
51432;-44,4;-38,6;4,65
51431;-44,6;-38,6;4,69
51430;-44,8;-38,6;3,1
51429;-45;-38,6;2,36
51428;-45,2;-38,6;1,96
51427;-45,4;-38,6;1,68
51426;-45,6;-38,6;1,31
51425;-45,8;-38,6;0,99
51424;-46;-38,6;0,92
51423;-46,2;-38,6;0,73
51422;-46,4;-38,6;0,56
51421;-46,6;-38,6;0,67
51420;-46,8;-38,6;0,54
51419;-47;-38,6;0,37
51418;-47,2;-38,6;1,07
51417;-47,4;-38,6;1,42
51416;-47,6;-38,6;1,48
51415;-47,8;-38,6;2,29
51414;-48;-38,6;4,23
51413;-48,2;-38,6;6,46
51412;-48,4;-38,6;8,08
51411;-48,6;-38,6;10,09
51410;-48,8;-38,6;10,76
51409;-49;-38,6;11,1
51408;-49,2;-38,6;12,31
51407;-49,4;-38,6;16,75
51406;-49,6;-38,6;25,61
51405;-49,8;-38,6;34,75
51404;-50;-38,6;34,41
51403;-50,2;-38,6;29,53
51402;-50,4;-38,6;29,07
51401;-50,6;-38,6;36,57
51400;-50,8;-38,6;35,78
51399;-51;-38,6;26,72
51398;-51,2;-38,6;19,69
51397;-51,4;-38,6;17,64
51396;-51,6;-38,6;17,85
51395;-51,8;-38,6;15,77
51394;-52;-38,6;13,69
51393;-52,2;-38,6;11,72
51392;-52,4;-38,6;8,78
51391;-52,6;-38,6;5,41
51390;-52,8;-38,6;3,91
51389;-53;-38,6;3,48
51388;-53,2;-38,6;3,26
51387;-53,4;-38,6;3,72
51386;-53,6;-38,6;4,32
51385;-53,8;-38,6;5,05
51384;-54;-38,6;7,36
51383;-54,2;-38,6;5,89
51382;-54,4;-38,6;5,29
51381;-54,6;-38,6;4,98
51380;-54,8;-38,6;5,53
51379;-55;-38,6;7,71
51378;-55,2;-38,6;7,05
51377;-55,4;-38,6;4,82
51376;-55,6;-38,6;5,9
51375;-55,8;-38,6;7,32
51374;-56;-38,6;7,92
51373;-56,2;-38,6;6,64
51372;-56,4;-38,6;2,17
51371;-56,6;-38,6;1,24
51370;-56,8;-38,6;2,97
51369;-57;-38,6;5,54
51368;-57,2;-38,6;7,79
51367;-57,4;-38,6;11,21
51366;-57,6;-38,6;5,19
51365;-57,8;-38,6;3,19
51364;-58;-38,6;3,65
51363;-58,2;-38,6;3,78
51362;-58,4;-38,6;2,37
51361;-58,6;-38,6;3,02
51360;-58,8;-38,6;1,78
51359;-59;-38,6;0,92
51358;-59,2;-38,6;0,65
51357;-59,4;-38,6;0,86
51356;-59,6;-38,6;0,86
51355;-59,8;-38,6;1,26
51354;-60;-38,6;2,06
51353;-60,2;-38,6;2,24
51352;-60,4;-38,6;1,6
51351;-60,6;-38,6;0,5
51350;-60,8;-38,6;0,1
51349;-61;-38,6;0,09
51348;-61,2;-38,6;0,2
51347;-61,4;-38,6;0,34
51346;-61,6;-38,6;0,4
51345;-61,8;-38,6;0,31
51344;-62;-38,6;0,15
51343;-62,2;-38,6;0,06
51342;-62,4;-38,6;0,02
51341;-62,6;-38,6;0,01
51340;-62,8;-38,6;0,01
51339;-63;-38,6;0,01
51338;-63,2;-38,6;0
51337;-63,4;-38,6;0
51336;-63,6;-38,6;0
51335;-63,8;-38,6;0,01
51334;-64;-38,6;0,01
51333;-64,2;-38,6;0,04
51332;-64,4;-38,6;0,04
51331;-64,6;-38,6;0,04
51330;-64,8;-38,6;0,03
51329;-65;-38,6;0,02
51328;-65,2;-38,6;0,01
51327;-65,4;-38,6;0,01
51326;-65,6;-38,6;0
51325;-65,8;-38,6;0
51324;-66;-38,6;0
51323;-66,2;-38,6;0
51322;-66,4;-38,6;0
51321;-66,6;-38,6;0
51320;-66,8;-38,6;0
51319;-67;-38,6;0
51318;-67,2;-38,6;0
51317;-67,4;-38,6;0
51316;-67,6;-38,6;0,01
51315;-67,8;-38,6;0,01
51314;-68;-38,6;0,02
51313;-68,2;-38,6;0,07
51312;-68,4;-38,6;0,12
51311;-68,6;-38,6;0,01
51310;-68,8;-38,6;0,01
51309;-69;-38,6;0,13
51308;-69,2;-38,6;0,16
51307;-69,4;-38,6;0,12
51306;-69,6;-38,6;0,15
51305;-69,8;-38,6;0,06
51304;-70;-38,6;0,06
51303;-70,2;-38,6;0,04
51302;-70,4;-38,6;0,01
51301;-70,6;-38,6;0
51300;-70,8;-38,6;0
51299;-71;-38,6;0
51298;-71,2;-38,6;0,01
51297;-71,4;-38,6;0,01
51296;-71,6;-38,6;0,01
51295;-71,8;-38,6;0
51294;-72;-38,6;0,03
51293;-72,2;-38,6;0,02
51292;-72,4;-38,6;0,02
51291;-72,6;-38,6;0,03
51290;-72,8;-38,6;0,17
51289;-73;-38,6;0,47
51288;-73,2;-38,6;1,02
51287;-73,4;-38,6;1,91
51286;-73,6;-38,6;2,57
51285;-73,8;-38,6;2,33
51284;-74;-38,6;0,78
51283;-74,2;-38,6;0,38
51282;-74,4;-38,6;0,51
51281;-74,6;-38,6;0,39
51280;-74,8;-38,6;0,5
51279;-75;-38,6;0,93
51278;-75,2;-38,6;1,51
51277;-75,4;-38,6;2,51
51276;-75,6;-38,6;2,45
51275;-75,8;-38,6;2,28
51274;-76;-38,6;2,06
51273;-34;-38,4;0,84
51272;-34,2;-38,4;1,31
51271;-34,4;-38,4;0,82
51270;-34,6;-38,4;0,84
51269;-34,8;-38,4;1,28
51268;-35;-38,4;1,79
51267;-35,2;-38,4;0,83
51266;-35,4;-38,4;0,61
51265;-35,6;-38,4;0,58
51264;-35,8;-38,4;0,61
51263;-36;-38,4;0,73
51262;-36,2;-38,4;0,86
51261;-36,4;-38,4;1,25
51260;-36,6;-38,4;1,23
51259;-36,8;-38,4;1,24
51258;-37;-38,4;1,38
51257;-37,2;-38,4;1,67
51256;-37,4;-38,4;1,82
51255;-37,6;-38,4;2,27
51254;-37,8;-38,4;2,97
51253;-38;-38,4;3,63
51252;-38,2;-38,4;3,64
51251;-38,4;-38,4;3,46
51250;-38,6;-38,4;3,45
51249;-38,8;-38,4;3,05
51248;-39;-38,4;1,44
51247;-39,2;-38,4;1,1
51246;-39,4;-38,4;0,96
51245;-39,6;-38,4;0,76
51244;-39,8;-38,4;0,75
51243;-40;-38,4;0,67
51242;-40,2;-38,4;0,89
51241;-40,4;-38,4;0,62
51240;-40,6;-38,4;0,43
51239;-40,8;-38,4;0,29
51238;-41;-38,4;0,42
51237;-41,2;-38,4;0,34
51236;-41,4;-38,4;0,28
51235;-41,6;-38,4;0,18
51234;-41,8;-38,4;0,09
51233;-42;-38,4;0,1
51232;-42,2;-38,4;0,11
51231;-42,4;-38,4;0,53
51230;-42,6;-38,4;0,67
51229;-42,8;-38,4;1,05
51228;-43;-38,4;1,74
51227;-43,2;-38,4;3,11
51226;-43,4;-38,4;4,69
51225;-43,6;-38,4;4,63
51224;-43,8;-38,4;4,45
51223;-44;-38,4;4,21
51222;-44,2;-38,4;3,35
51221;-44,4;-38,4;2,67
51220;-44,6;-38,4;2,68
51219;-44,8;-38,4;2,04
51218;-45;-38,4;1,63
51217;-45,2;-38,4;1,52
51216;-45,4;-38,4;0,75
51215;-45,6;-38,4;0,71
51214;-45,8;-38,4;0,52
51213;-46;-38,4;0,57
51212;-46,2;-38,4;0,54
